Course,Quota,Category,Institute,Rank
MBBS,All India,EWS,"R.G. KAR MEDICAL COLLEGE,KOLKATA,R G Kar Medical College 1 KHUDIRAM BOSE SARANI, West Bengal, 700004",23278
MBBS,All India,SC,"R.G. KAR MEDICAL COLLEGE,KOLKATA,R G Kar Medical College 1 KHUDIRAM BOSE SARANI, West Bengal, 700004",116344
MBBS,All India,Open,"R.N.T. MEDICAL COLLEGE, UDAIPUR,Opposite Court Chourha, Udaipur",18166
MBBS,All India,SC,"RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES, KADAPA,RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES RIMS, PUTLAMPALLI, YSR KADAPA DIST.,
Andhra Pradesh, 516002",121738
BDS,All India,Open,"REGIONAL DENTAL COLLEGE, GUWAHATI,PO Indrapur,Bhangagarh, Guwahati, Assam, 781032",44356
BDS,All India,SC,"REGIONAL DENTAL COLLEGE, GUWAHATI,PO Indrapur,Bhangagarh, Guwahati, Assam, 781032",162280
BDS,All India,OBC,"RUHS College of Dental Science, Jaipur,Ruhs College of dental science , johtwara road jaipur, Rajasthan, 302016",38822
BDS,All India,Open,"RUHS College of Dental Science, Jaipur,Ruhs College of dental science , johtwara road jaipur, Rajasthan, 302016",29080
MBBS,All India,ST,"Raiganj Government Medical College,ABDULGHATA CAMPASS, KARNAJORA, PO- KARNAJORA,PS- RAIGANJ, DISTRICT- UTTAR DINAJPUR,PIN-733130, STATE,
West Bengal, 733130",153436
BDS,All India,EWS,"Rajah Muthiah Dental College and Hos. , Annamalai ,GOVT DENTAL COLLEGE AND HOSPITAL, CUDDALORE DT- ERSTWHILE RAJAH MUTHIAH DENTAL COLLEGE AND HOSPITAL, Tamil Nadu, 608002",51990
BDS,All India,OBC,"Rajah Muthiah Dental College and Hos. , Annamalai ,GOVT DENTAL COLLEGE AND HOSPITAL, CUDDALORE DT- ERSTWHILE RAJAH MUTHIAH DENTAL COLLEGE AND HOSPITAL, Tamil Nadu, 608002",52119
BDS,All India,Open,"Rajah Muthiah Dental College and Hos. , Annamalai ,GOVT DENTAL COLLEGE AND HOSPITAL, CUDDALORE DT- ERSTWHILE RAJAH MUTHIAH DENTAL COLLEGE AND HOSPITAL, Tamil Nadu, 608002",50724
BDS,All India,SC,"Rajah Muthiah Dental College and Hos. , Annamalai ,GOVT DENTAL COLLEGE AND HOSPITAL, CUDDALORE DT- ERSTWHILE RAJAH MUTHIAH DENTAL COLLEGE AND HOSPITAL, Tamil Nadu, 608002",161373
BDS,All India,ST,"Rajah Muthiah Dental College and Hos. , Annamalai ,GOVT DENTAL COLLEGE AND HOSPITAL, CUDDALORE DT- ERSTWHILE RAJAH MUTHIAH DENTAL COLLEGE AND HOSPITAL, Tamil Nadu, 608002",241714
MBBS,All India,Open,"Rajarshee Chhatrapati Shahu Maharaj Government Medical College Kolhapur,Rajarshee Chhatrapati Shahu Maharaj
Government Medical College, R. K. Nagar Road, Shenda Park, Kol, Maharashtra, 416012",22429
MBBS,All India,EWS,"Rajmata shrimati devendra kumari singhdeo government medical college, ambikapur,Surguja,Kanyaparisar Road Gangapur Ambikapur District Surguja, Chhattisgarh, 497001",23351
BDS,All India,OBC,"S.C.B. MEDICAL COLL(DENTAL),CUTTACK,S.C.B. Dental College and Hospital, Mangalabag, Cuttack, Pin-753 007, Odisha, 753007",50090
BDS,All India,Open,"S.C.B. MEDICAL COLL(DENTAL),CUTTACK,S.C.B. Dental College and Hospital, Mangalabag, Cuttack, Pin-753 007, Odisha, 753007",48022
BDS,All India,SC,"S.C.B. MEDICAL COLL(DENTAL),CUTTACK,S.C.B. Dental College and Hospital, Mangalabag, Cuttack, Pin-753 007, Odisha, 753007",160830
MBBS,All India,ST,"S.N. MEDICAL COLLEGE, AGRA,HOSPITAL ROAD AGRA, Uttar Pradesh, 282002",150893
MBBS,All India,SC,"S.S. MEDICAL COLLEGE, REWA,NEAR DHOBIYA TANKI, JAIL ROAD, REWA, Madhya Pradesh, 486001",111476
MBBS,All India,Open,"SARDAR PATEL MEDICAL COLLEGE, BIKANER,MEDICAL COLLEGE ROAD,
BIKANER, Rajasthan, 334003",16344
MBBS,All India,OBC,"SHEIKH BHIKHARI MEDICAL COLLEGE & HOSPITAL, HAZARIBAG ( Formerly
called as- Hazaribagh Medical College, Hazaribag),NEAR CENTRAL JAIL, HAZARIBAG, Jharkhand, 825301",22523
MBBS,All India,Open,"SHEIKH BHIKHARI MEDICAL COLLEGE & HOSPITAL, HAZARIBAG ( Formerly
called as- Hazaribagh Medical College, Hazaribag),NEAR CENTRAL JAIL, HAZARIBAG, Jharkhand, 825301",22522
MBBS,All India,OBC,"SHKM GMC, Nalhar, Mewat, Haryana,THE DIRECTOR, SHAHEED HASAN KHAN,MEWATI GOVT. MEDICAL COLLEGE, NALHAR, NUH - HARYANA - 122107,
Haryana, 122107",22585
MBBS,All India,Open,"SHKM GMC, Nalhar, Mewat, Haryana,THE DIRECTOR, SHAHEED HASAN KHAN,MEWATI GOVT. MEDICAL COLLEGE, NALHAR, NUH - HARYANA - 122107,
Haryana, 122107",22583
MBBS,All India,OBC,"SHRI ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, CHHAINSA,
FARIDABAD,Shri Atal Bihari Vajpayee Government Medical College Chhainsa Faridabad, Haryana, 121004",22646
MBBS,All India,Open,"SHRI ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, CHHAINSA,
FARIDABAD,Shri Atal Bihari Vajpayee Government Medical College Chhainsa Faridabad, Haryana, 121004",21504
MBBS,All India,OBC,"SILCHAR MEDICAL COLLEGE, SILCHER,PO Silchar Medical College, Silchar, Assam, 788014",22701
MBBS,All India,Open,"SKIMS Medical College, Bemina, Srinagar,SKIMS MC BEMINA , SRINAGAR, JAMMU KASHMIR, Jammu And Kashmir, 190018",22424
MBBS,All India,Open,"SLBS Govt. Medical College, Mandi,Mandi at Nerchowk Tehsil Balh PO Bhangrotu, Himachal Pradesh, 175021",20827
MBBS,All India,ST,"SLBS Govt. Medical College, Mandi,Mandi at Nerchowk Tehsil Balh PO Bhangrotu, Himachal Pradesh, 175021",152915
MBBS,Employees State Insurance Scheme (ESI),SC,"SLBS Govt. Medical College, Mandi,Mandi at Nerchowk Tehsil Balh PO Bhangrotu, Himachal Pradesh, 175021",251067
MBBS,All India,OBC,"STANLEY MEDICAL COLLEGE, CHENNAI,No.1, Old Jail Road
Chennai, Tamil Nadu, 600001",22409
MBBS,All India,Open,"STANLEY MEDICAL COLLEGE, CHENNAI,No.1, Old Jail Road
Chennai, Tamil Nadu, 600001",22353
MBBS,All India,Open,"SUH Maulana Mahmood Hasan Medical College, Saharanpur,Ambala Road, Pilakhni, Saharanpur, Uttar Pradesh, 247001",22366
MBBS,All India,Open,"Sagar Dutta Medical College & Hospital, Kolkata,578, B.T. Road, Kamarhati, Kolkata, West Bengal, 700058",20412
MBBS,All India,SC,"Sagar Dutta Medical College & Hospital, Kolkata,578, B.T. Road, Kamarhati, Kolkata, West Bengal, 700058",118844
MBBS,All India,EWS,"Shri Atal Bihari Vajpayee Medical College & Research Institute, Bengaluru,SHIVAJINAGAR,
BENGALURU, Karnataka, 560001",20010
MBBS,All India,ST,"Shri Atal Bihari Vajpayee Medical College & Research Institute, Bengaluru,SHIVAJINAGAR,
BENGALURU, Karnataka, 560001",152379
MBBS,All India,OBC,"Sri Venkateswara Medical College, Tirupati,NEAR VIVEKANDANDA CIRCLE, ALIPIRI ROAD TIRUPATI, Andhra Pradesh, 517507",22575
MBBS,All India,SC,"Sri Venkateswara Medical College, Tirupati,NEAR VIVEKANDANDA CIRCLE, ALIPIRI ROAD TIRUPATI, Andhra Pradesh, 517507",117269
B.Sc. Nursing,B.Sc Nursing All India,EWS,"St. Stephen's Hospital College of Nursing, Delhi,ST. STEPHENS HOSPITAL, TIS HAZARI, Delhi (NCT), 110054 (Female Seat only )",152311
B.Sc. Nursing,B.Sc Nursing All India,OBC,"St. Stephen's Hospital College of Nursing, Delhi,ST. STEPHENS HOSPITAL, TIS HAZARI, Delhi (NCT), 110054 (Female Seat only )",148724
B.Sc. Nursing,B.Sc Nursing All India,Open,"St. Stephen's Hospital College of Nursing, Delhi,ST. STEPHENS HOSPITAL, TIS HAZARI, Delhi (NCT), 110054 (Female Seat only )",141587
B.Sc. Nursing,B.Sc Nursing All India,SC,"St. Stephen's Hospital College of Nursing, Delhi,ST. STEPHENS HOSPITAL, TIS HAZARI, Delhi (NCT), 110054 (Female Seat only )",230533
B.Sc. Nursing,B.Sc Nursing All India,ST,"St. Stephen's Hospital College of Nursing, Delhi,ST. STEPHENS HOSPITAL, TIS HAZARI, Delhi (NCT), 110054 (Female Seat only )",486715
B.Sc. Nursing,Christian Minority Quota,Open,"St. Stephen's Hospital College of Nursing, Delhi,ST. STEPHENS HOSPITAL, TIS HAZARI, Delhi (NCT), 110054 (Female Seat only )",838019
BDS,All India,EWS,"TAMILNADU GOVT D.C. & HOSP, CHENNAI,No. 1, TNPSC SALAI, PARK TOWN, CHENNAI   600003, Tamil Nadu, 600003",52194
BDS,All India,OBC,"TAMILNADU GOVT D.C. & HOSP, CHENNAI,No. 1, TNPSC SALAI, PARK TOWN, CHENNAI   600003, Tamil Nadu, 600003",49199
BDS,All India,Open,"TAMILNADU GOVT D.C. & HOSP, CHENNAI,No. 1, TNPSC SALAI, PARK TOWN, CHENNAI   600003, Tamil Nadu, 600003",41944
BDS,All India,SC,"TAMILNADU GOVT D.C. & HOSP, CHENNAI,No. 1, TNPSC SALAI, PARK TOWN, CHENNAI   600003, Tamil Nadu, 600003",163733
BDS,All India,ST,"TAMILNADU GOVT D.C. & HOSP, CHENNAI,No. 1, TNPSC SALAI, PARK TOWN, CHENNAI   600003, Tamil Nadu, 600003",234868
MBBS,All India,Open,"THANJAVUR MEDICAL COLL.,THANJAVUR,Thanjavur Medical College,Thanjavur, Tamil Nadu, 613004",22604
MBBS,All India,Open,"THENI GOVT. MEDICAL COLLEGE, THENI,G. Vilakku, Shanmugasundarapuram village, Aundipatti Taluk, Theni District, Tamil Nadu, 625512",22631
MBBS,All India,OBC,"THOOTHUKUDI MEDICAL COLLEGE,THOOTHUKUDI,KAMARAJ NAGAR, 3rd MILE,
THOOTHUKUDI, Tamil Nadu, 628008",22691
MBBS,All India,SC,"THOOTHUKUDI MEDICAL COLLEGE,THOOTHUKUDI,KAMARAJ NAGAR, 3rd MILE,
THOOTHUKUDI, Tamil Nadu, 628008",121418
MBBS,All India,SC,"TOPIWALA NATIONAL MEDICAL COLLEGE,MUMBAI,Dr. A.L. Nair Road, Mumbai
Central, Mumbai, Maharashtra, 400008",103433
MBBS,All India,ST,"TOPIWALA NATIONAL MEDICAL COLLEGE,MUMBAI,Dr. A.L. Nair Road, Mumbai
Central, Mumbai, Maharashtra, 400008",150303
MBBS,All India,OBC,"Tomo Riba Institute Health and Medical Sciences, Naharlagun ,Tomo Riba Institute Health and Medical Sciences
Old Assembly Complex Naharlagun, Arunachal Pradesh, 791110",22582
MBBS,All India,SC,"UNS AUTONOMOUS STATE MEDICAL COLLEGES, Jaunpur,UNS AUTONOMOUS STATE MEDICAL COLLEGE SIDDIQUEPUR SHAHGANJ ROAD JAUNPUR UP,
Uttar Pradesh, 222003",109358
MBBS,All India,EWS,"Uttar Pradesh University of Medical Sciences, Saifai, Etawah,SAIFAI ETAWAH, Uttar Pradesh, 206130",23346
MBBS,All India,OBC,"Uttar Pradesh University of Medical Sciences, Saifai, Etawah,SAIFAI ETAWAH, Uttar Pradesh, 206130",22147
MBBS,All India,Open,"VIJAYNAGAR INST OF MED. SC,BELLARY,Cantonment, Ballari, Karnataka, 583104",22453
MBBS,All India,EWS,"Veer Chandra Singh Garhwali Govt. Institute of Medical Science & Research,BADRINATH MARG, SRIKOT, SRINAGAR - PAURI GARHWAL,
Uttarakhand, 246178",23390
MBBS,All India,Open,"Veer Chandra Singh Garhwali Govt. Institute of Medical Science & Research,BADRINATH MARG, SRIKOT, SRINAGAR - PAURI GARHWAL,
Uttarakhand, 246178",21842
MBBS,All India,Open,"YADGIRI INSTITUTE OF MEDICAL SCIENCES, YADGIRI,Chittapur Main Road,
Yadgiri., Karnataka, 585202",22601
MBBS,All India,SC,"YADGIRI INSTITUTE OF MEDICAL SCIENCES, YADGIRI,Chittapur Main Road,
Yadgiri., Karnataka, 585202",120159
MBBS,All India,ST,"YADGIRI INSTITUTE OF MEDICAL SCIENCES, YADGIRI,Chittapur Main Road,
Yadgiri., Karnataka, 585202",152852
MBBS,All India,OBC,"ZORAM MEDICAL COLLEGE Falkawn,Falkawn, Aizawl District, Mizoram, 796005",22721
MBBS,All India,Open,"ZORAM MEDICAL COLLEGE Falkawn,Falkawn, Aizawl District, Mizoram, 796005",22596
MBBS,All India,SC,"ZORAM MEDICAL COLLEGE Falkawn,Falkawn, Aizawl District, Mizoram, 796005",119984
